No,Test_ID,Test_Label,Section Types,Sections,L,t,h,b,A,Pt,BC,Failure Mode,FM,Py,Fy,Pt/Py,"P(crl_s,crd_s)",KL_r,λc,Pne,λ(le-d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,5_7,C5-L120-150-A1,HC-2C+U,Half-Closed,360,1.2,122,52,881.4,142.57,Fixed,L,L,258.21,292.95,0.55,77.93,5.96,0.14,256.22,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,5_8,C5-L120-150-A2,HC-2C+U,Half-Closed,360,1.2,122,52,869.9,139.42,Fixed,L,L,254.84,292.95,0.55,77.93,5.96,0.14,252.88,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,5_9,C5-L120-150-A3,HC-2C+U,Half-Closed,360,1.2,122,52,879.7,142.95,Fixed,L,L,257.71,292.95,0.55,77.93,5.96,0.14,255.72,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,5_10,C5-L140-50-A1,HC-2C+U,Half-Closed,420,1.5,142,52,959.7,147.03,Fixed,L,L,281.14,292.95,0.52,66.59,6.83,0.09,280.13,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,5_11,C5-L140-50-A2,HC-2C+U,Half-Closed,420,1.5,142,52,960.2,149.26,Fixed,L,L,281.29,292.95,0.53,66.59,6.83,0.09,280.27,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,5_12,C5-L140-50-A3,HC-2C+U,Half-Closed,420,1.5,142,52,965.5,149.87,Fixed,L,L,282.84,292.95,0.53,66.59,6.83,0.09,281.82,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,5_13,C5-L140-100-A1,HC-2C+U,Half-Closed,420,1.5,142,52,962.9,146.19,Fixed,L,L,282.08,292.95,0.52,66.59,6.83,0.11,280.53,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,5_14,C5-L140-100-A2,HC-2C+U,Half-Closed,420,1.5,142,52,958.7,146.81,Fixed,L,L,280.85,292.95,0.52,66.59,6.83,0.11,279.30,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,5_15,C5-L140-100-A3,HC-2C+U,Half-Closed,420,1.5,142,52,958.3,144.42,Fixed,L,L,280.73,292.95,0.51,66.59,6.83,0.11,279.19,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5_16,C5-L140-150-A1,HC-2C+U,Half-Closed,420,1.5,142,52,960.2,145.85,Fixed,L,L,281.29,292.95,0.52,66.59,6.83,0.14,278.86,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5_17,C5-L140-150-A2,HC-2C+U,Half-Closed,420,1.5,142,52,959,143.07,Fixed,L,L,280.94,292.95,0.51,66.59,6.83,0.14,278.51,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5_18,C5-L140-150-A3,HC-2C+U,Half-Closed,420,1.5,142,52,955.4,143.28,Fixed,L,L,279.88,292.95,0.51,66.59,6.83,0.14,277.46,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5_19,C5-D160-300-A1,HC-2C+U,Half-Closed,1500,2.5,163,133,3210.7,496.34,Fixed,D,D,908.63,283.00,0.55,296.68,10.71,0.15,899.67,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5_20,C5-D160-300-A2,HC-2C+U,Half-Closed,1500,2.5,163,133,3224.1,513.81,Fixed,D,D,912.42,283.00,0.56,296.68,10.71,0.15,903.43,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5_21,C5-D160-300-A3,HC-2C+U,Half-Closed,1500,2.5,163,133,3221.6,490.28,Fixed,D,D,911.71,283.00,0.54,296.68,10.71,0.15,902.72,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5_22,C5-D160-600-A1,HC-2C+U,Half-Closed,1500,2.5,163,133,3204.5,477.23,Fixed,D,D,906.87,283.00,0.53,296.68,10.71,0.21,890.22,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5_23,C5-D160-600-A2,HC-2C+U,Half-Closed,1500,2.5,163,133,3208.9,483.28,Fixed,D,D,908.12,283.00,0.53,296.68,10.71,0.21,891.44,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5_24,C5-D160-600-A3,HC-2C+U,Half-Closed,1500,2.5,163,133,3221.7,489.53,Fixed,D,D,911.74,283.00,0.54,296.68,10.71,0.21,895.00,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5_25,C5-D160-1000-A1,HC-2C+U,Half-Closed,1500,2.5,163,133,3218.7,478.53,Fixed,D,D,910.89,283.00,0.53,296.68,10.71,0.31,876.04,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5_26,C5-D160-1000-A2,HC-2C+U,Half-Closed,1500,2.5,163,133,3205.8,483.75,Fixed,D,D,907.24,283.00,0.53,296.68,10.71,0.31,872.53,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5_27,C5-D160-1000-A3,HC-2C+U,Half-Closed,1500,2.5,163,133,3212.6,480.63,Fixed,D,D,909.17,283.00,0.53,296.68,10.71,0.31,874.39,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5_28,C5-D180-300-A1,HC-2C+U,Half-Closed,1500,2.5,183,143,3495.1,495.65,Fixed,D,D,989.11,283.00,0.50,273.93,9.61,0.14,981.08,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5_29,C5-D180-300-A2,HC-2C+U,Half-Closed,1500,2.5,183,143,3515.7,508.28,Fixed,D,D,994.94,283.00,0.51,273.93,9.61,0.14,986.87,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5_30,C5-D180-300-A3,HC-2C+U,Half-Closed,1500,2.5,183,143,3525.8,513.91,Fixed,D,D,997.8,283.00,0.52,273.93,9.61,0.14,989.70,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5_31,C5-D180-600-A1,HC-2C+U,Half-Closed,1500,2.5,183,143,3507,495.73,Fixed,D,D,992.48,283.00,0.50,273.93,9.61,0.19,977.09,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5_32,C5-D180-600-A2,HC-2C+U,Half-Closed,1500,2.5,183,143,3512.4,485.63,Fixed,D,D,994.01,283.00,0.49,273.93,9.61,0.19,978.60,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5_33,C5-D180-600-A3,HC-2C+U,Half-Closed,1500,2.5,183,143,3511.2,492.59,Fixed,D,D,993.67,283.00,0.50,273.93,9.61,0.19,978.26,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5_34,C5-D180-1000-A1,HC-2C+U,Half-Closed,1500,2.5,183,143,3499.7,480.89,Fixed,D,D,990.42,283.00,0.49,273.93,9.61,0.28,957.94,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5_35,C5-D180-1000-A2,HC-2C+U,Half-Closed,1500,2.5,183,143,3509.2,493.37,Fixed,D,D,993.1,283.00,0.50,273.93,9.61,0.28,960.54,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,5_36,C5-D180-1000-A3,HC-2C+U,Half-Closed,1500,2.5,183,143,3517.9,493.85,Fixed,D,D,995.57,283.00,0.50,273.93,9.61,0.28,962.93,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,5_37,C5-G120-300-A1,HC-2C+U,Half-Closed,3500,1.5,122,52,845.6,74.12,Pinned,F,F,255.44,302.08,0.29,89.28,115.97,1.45,105.53,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,5_38,C5-G120-300-A2,HC-2C+U,Half-Closed,3500,1.5,122,52,844.4,73.88,Pinned,F,F,255.44,302.51,0.29,89.28,115.97,1.45,105.53,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,5_39,C5-G120-300-A3,HC-2C+U,Half-Closed,3500,1.5,122,52,848.1,72.62,Pinned,F,F,255.44,301.19,0.28,89.28,115.97,1.45,105.53,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,5_40,C5-G120-500-A1,HC-2C+U,Half-Closed,3500,1.5,122,52,846.7,68.06,Pinned,F,F,255.44,301.69,0.27,89.28,115.97,1.48,101.52,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,5_41,C5-G120-500-A2,HC-2C+U,Half-Closed,3500,1.5,122,52,844.4,67.89,Pinned,F,F,255.44,302.51,0.27,89.28,115.97,1.48,101.52,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,5_42,C5-G120-500-A3,HC-2C+U,Half-Closed,3500,1.5,122,52,842,68.89,Pinned,F,F,255.44,303.37,0.27,89.28,115.97,1.48,101.52,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,5_43,C5-G120-1000-A1,HC-2C+U,Half-Closed,3500,1.5,122,52,852.1,64.95,Pinned,F,F,255.44,299.78,0.25,89.28,115.97,1.62,84.91,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,5_44,C5-G120-1000-A2,HC-2C+U,Half-Closed,3500,1.5,122,52,858.5,66.97,Pinned,F,F,255.44,297.54,0.26,89.28,115.97,1.62,84.91,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,5_45,C5-G120-1000-A3,HC-2C+U,Half-Closed,3500,1.5,122,52,846.8,65.58,Pinned,F,F,255.44,301.65,0.26,89.28,115.97,1.62,84.91,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,5_46,C5-G140-300-A1,HC-2C+U,Half-Closed,3500,1.5,142,52,954.4,79.02,Pinned,F,F,283.51,297.06,0.28,76.09,113.86,1.43,120.72,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,5_47,C5-G140-300-A2,HC-2C+U,Half-Closed,3500,1.5,142,52,951.7,80.79,Pinned,F,F,283.51,297.90,0.28,76.09,113.86,1.43,120.72,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,5_48,C5-G140-300-A3,HC-2C+U,Half-Closed,3500,1.5,142,52,944.4,79.01,Pinned,F,F,283.51,300.20,0.28,76.09,113.86,1.43,120.72,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,5_49,C5-G140-500-A1,HC-2C+U,Half-Closed,3500,1.5,142,52,961.9,74.77,Pinned,F,F,283.51,294.74,0.26,76.09,113.86,1.46,115.93,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,5_50,C5-G140-500-A2,HC-2C+U,Half-Closed,3500,1.5,142,52,945.7,72.28,Pinned,F,F,283.51,299.79,0.25,76.09,113.86,1.46,115.93,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,5_51,C5-G140-500-A3,HC-2C+U,Half-Closed,3500,1.5,142,52,952.3,72.81,Pinned,F,F,283.51,297.71,0.26,76.09,113.86,1.46,115.93,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,5_52,C5-G140-1000-A1,HC-2C+U,Half-Closed,3500,1.5,142,52,945.7,68.05,Pinned,F,F,283.51,299.79,0.24,76.09,113.86,1.61,96.01,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,5_53,C5-G140-1000-A2,HC-2C+U,Half-Closed,3500,1.5,142,52,948.4,71.14,Pinned,F,F,283.51,298.94,0.25,76.09,113.86,1.61,96.01,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,5_54,C5-G140-1000-A3,HC-2C+U,Half-Closed,3500,1.5,142,52,952.3,69.32,Pinned,F,F,283.51,297.71,0.24,76.09,113.86,1.61,96.01,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6_1,I80-35-500-S75,O-2U,Open,500,1.2,80.73,34.99,350.47,59.33,Fixed,L,L,127.01,362.40,0.47,51.17,17.86,0.08,126.66,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,6_2,I80-50-500-S75,O-2U,Open,500,1.2,80.28,49.58,422.44,76.57,Fixed,L,L,153.09,362.39,0.50,36.75,11.49,0.05,152.92,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,6_3,B80-35-500-S75,C-2U,Closed,500,1.2,80.65,34.87,350.47,71.43,Fixed,L,L,127.01,362.40,0.56,51.17,16.86,0.08,126.69,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,6_4,B80-50-500-S75,C-2U,Closed,500,1.2,80.91,49.63,422.44,78.77,Fixed,L,L,153.09,362.39,0.51,36.75,12.50,0.06,152.89,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7_1,OI-T0.75L300,O-2Σ-2,Open,300,0.75,104.9,30.3,324.67,120.3,Pinned,L,L,198.37,610.99,0.61,102.61,12.99,0.24,193.45,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7_2,OI-T0.75L600,O-2Σ-2,Open,600,0.76,103.6,30.6,324.67,102.5,Pinned,L+D,LD,198.37,610.99,0.52,66.00,25.99,0.46,181.83,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7_3,OI-T0.75L900,O-2Σ-2,Open,900,0.75,103,30.4,324.67,112.1,Pinned,D+F,DF,198.37,610.99,0.57,62.90,38.98,0.67,163.99,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7_4,OI-T0.75L1200,O-2Σ-2,Open,1200,0.75,102.6,30.7,324.67,83.8,Pinned,L+D+F,LDF,198.37,610.99,0.42,59.25,51.97,0.89,141.92,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7_5,OI-T0.75L1500,O-2Σ-2,Open,1500,0.75,104.2,30.5,324.67,91.9,Pinned,D+F,DF,198.37,610.99,0.46,102.61,64.96,1.12,117.84,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7_6,OI-T1.2L300,O-2Σ-2,Open,300,1.2,103.9,31.3,519.47,236.7,Pinned,D,D,317.4,611.01,0.75,414.39,12.90,0.24,309.61,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7_7,OI-T1.2L300R,O-2Σ-2,Open,300,1.2,102.2,32.1,519.47,236.2,Pinned,D,D,317.4,611.01,0.74,414.39,12.90,0.24,309.61,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7_8,OI-T1.2L600,O-2Σ-2,Open,600,1.21,101.4,31.4,519.47,220.6,Pinned,D,D,317.4,611.01,0.70,167.32,25.81,0.45,291.26,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7_9,OI-T1.2L900,O-2Σ-2,Open,900,1.21,101.7,30.9,519.47,211.9,Pinned,D+F,DF,317.4,611.01,0.67,166.79,38.71,0.67,263.05,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7_10,OI-T1.2L1200,O-2Σ-2,Open,1200,1.2,100.1,31.9,519.47,185.8,Pinned,D+F,DF,317.4,611.01,0.59,414.39,51.61,0.89,228.10,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7_11,OI-T1.2L1500,O-2Σ-2,Open,1500,1.21,101.2,32,519.47,154.7,Pinned,D+F,DF,317.4,611.01,0.49,414.39,64.52,1.11,189.89,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7_12,CW-T0.75L300,C-2Σ-4,Closed,300,0.74,103.6,30.4,272.65,73.4,Pinned,L+D,LD,166.59,611.00,0.44,45.24,15.21,0.29,160.69,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7_13,CW-T0.75L300R,C-2Σ-4,Closed,300,0.76,104,29.9,272.65,72.8,Pinned,L+D,LD,166.59,611.00,0.44,45.24,15.21,0.29,160.69,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7_14,CW-T0.75L600,C-2Σ-4,Closed,600,0.76,102.6,30.3,272.65,78.2,Pinned,L+D,LD,166.59,611.00,0.47,45.24,30.41,0.54,147.62,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7_15,CW-T0.75L900,C-2Σ-4,Closed,900,0.74,105.9,30.6,272.65,78.5,Pinned,L+D+F,LDF,166.59,611.00,0.47,28.79,45.62,0.79,128.15,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7_16,CW-T0.75L1200,C-2Σ-4,Closed,1200,0.75,101.7,30.2,272.65,60.8,Pinned,L+D+F,LDF,166.59,611.00,0.36,28.79,60.82,1.05,105.13,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7_17,CW-T0.75L1500,C-2Σ-4,Closed,1500,0.75,102.3,31,272.65,51.9,Pinned,L+D+F,LDF,166.59,611.00,0.31,28.79,76.03,1.31,81.50,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,7_18,CW-T1.2L300,C-2Σ-4,Closed,300,1.2,102.6,31,436.23,153.5,Pinned,L+D,LD,266.54,611.01,0.58,127.33,15.12,0.29,257.18,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,7_19,CW-T1.2L600,C-2Σ-4,Closed,600,1.21,102,30.4,436.23,154.7,Pinned,L+D,LD,266.54,611.01,0.58,109.86,30.24,0.53,236.48,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,7_20,CW-T1.2L900,C-2Σ-4,Closed,900,1.2,100.1,31.3,436.23,146.1,Pinned,L+D+F,LDF,266.54,611.01,0.55,109.86,45.36,0.79,205.61,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,7_21,CW-T1.2L1200,C-2Σ-4,Closed,1200,1.2,99.7,31,436.23,129.5,Pinned,L+D+F,LDF,266.54,611.01,0.49,109.86,60.48,1.04,169.05,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,7_22,CW-T1.2L1500,C-2Σ-4,Closed,1500,1.19,101.6,30.7,436.23,107,Pinned,L+D+F,LDF,266.54,611.01,0.40,109.86,75.60,1.30,131.42,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,8_1,R-2C+2U-1,C-2C+2U-1,Closed,1050,1.5,153.48,42.96,1453,259.6,Fixed,L,L,444.47,305.90,0.58,144.14,17.47,0.31,426.42,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,8_2,R-2C+2U-2,C-2C+2U-1,Closed,1050,1.5,153.24,42.96,1453,267,Fixed,L,L,444.47,305.90,0.60,144.14,17.47,0.31,426.42,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,8_3,R-2C+2U-3,C-2C+2U-1,Closed,1050,1.5,153.03,42.96,1453,242.5,Fixed,L,L,444.47,305.90,0.55,144.14,17.47,0.31,426.42,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,8_4,S-2C+2U-1,C-2C+2U-2,Closed,1050,1.5,154.52,149.24,1453,232.78,Fixed,L,L,444.47,305.90,0.52,144.14,8.46,0.25,432.79,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8_5,S-2C+2U-2,C-2C+2U-2,Closed,1050,1.5,153.77,148.63,1453,248,Fixed,L,L,444.47,305.90,0.56,144.14,8.46,0.25,432.79,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,8_6,S-2C+2U-3,C-2C+2U-2,Closed,1050,1.5,153.64,149.78,1453,241.89,Fixed,L,L,444.47,305.90,0.54,144.14,8.46,0.25,432.79,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,8_7,R-2∑+2U-1,C-2Σ+2U-1,Closed,1050,1.5,153.11,43.06,1531,320.7,Fixed,L,L,468.33,305.90,0.68,340.79,17.10,0.31,449.64,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,8_8,R-2∑+2U-2,C-2Σ+2U-1,Closed,1050,1.5,153.63,43.06,1531,310.2,Fixed,L,L,468.33,305.90,0.66,340.79,17.10,0.31,449.64,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,8_9,R-2∑+2U-3,C-2Σ+2U-1,Closed,1050,1.5,154.31,43.06,1531,302.3,Fixed,L,L,468.33,305.90,0.65,340.79,17.10,0.31,449.64,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,8_10,S-2∑+2U-1,C-2Σ+2U-2,Closed,1050,1.5,154.81,43,1531,320.3,Fixed,L,L,468.33,305.90,0.68,340.79,9.13,0.26,455.56,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,8_11,S-2∑+2U-2,C-2Σ+2U-2,Closed,1050,1.5,153.88,43,1531,295.4,Fixed,L,L,468.33,305.90,0.63,340.79,9.13,0.26,455.56,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,8_12,S-2∑+2U-3,C-2Σ+2U-2,Closed,1050,1.5,153.22,43,1531,311.9,Fixed,L,L,468.33,305.90,0.67,340.79,9.13,0.26,455.56,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,9_1,C-90-600A,C-U+C,Closed,600,1.5,93.35,45.76,536.63,120.17,Pinned,L,L,219.05,408.20,0.55,128.37,33.58,0.59,188.94,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,9_2,C-90-600B,C-U+C,Closed,600,1.5,92.37,45.97,536.63,123.95,Pinned,L,L,219.05,408.20,0.57,128.37,33.65,0.60,188.87,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,9_3,C-90-900A,C-U+C,Closed,900,1.5,92.54,46.13,536.63,102.19,Pinned,L,L,219.05,408.20,0.47,128.37,50.38,0.80,167.21,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,9_4,C-90-900B,C-U+C,Closed,900,1.5,94.38,46.38,536.63,102.17,Pinned,L,L,219.05,408.20,0.47,128.37,50.27,0.80,167.37,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,9_5,C-90-1200A,C-U+C,Closed,1200,1.5,92.24,45.98,536.63,100.94,Pinned,L+F,LF,219.05,408.20,0.46,128.37,66.98,1.02,141.24,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,9_6,C-90-1200B,C-U+C,Closed,1200,1.5,92.42,45.78,536.63,105.14,Pinned,L+F,LF,219.05,408.20,0.48,128.37,67.05,1.02,141.13,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,9_7,C-90-1500A,C-U+C,Closed,1500,1.5,92.16,45.56,536.63,87.92,Pinned,L+F,LF,219.05,408.20,0.40,128.37,83.79,1.25,113.39,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,9_8,C-90-1500B,C-U+C,Closed,1500,1.5,92.65,46.2,536.63,93.96,Pinned,L+F,LF,219.05,408.20,0.43,128.37,83.81,1.25,113.36,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
